name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
K2-138 b,597,3.09 Earths,12.21,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6148/k2-138-b/,Super Earth,2017,3.09 Earths,1.57 x Earth,0.0338 AU,2.4 days,< 0.403
K2-138 c,597,6.9 Earths,12.21,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6149/k2-138-c/,Neptune-like,2017,6.9 Earths,0.225 x Jupiter,0.04454 AU,3.6 days,< 0.296
K2-138 d,597,7.56 Earths,12.21,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6150/k2-138-d/,Neptune-like,2017,7.56 Earths,0.237 x Jupiter,0.05883 AU,5.4 days,< 0.348
K2-138 e,597,10.8 Earths,12.21,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6151/k2-138-e/,Neptune-like,2017,10.8 Earths,0.294 x Jupiter,0.07807 AU,8.3 days,< 0.315
K2-138 f,597,8.3 Earths,12.21,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6152/k2-138-f/,Neptune-like,2017,8.3 Earths,0.251 x Jupiter,0.1043 AU,12.8 days,< 0.364
K2-139 b,504,0.387 Jupiters,11.653,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6132/k2-139-b/,Gas Giant,2017,0.387 Jupiters,0.813 x Jupiter,0.1796 AU,28.4 days,0.12
K2-13 b,1128,4.23 Earths,12.901,2015,https://exoplanets.nasa.gov/exoplanet-catalog/468/k2-13-b/,Super Earth,2015,4.23 Earths,1.89 x Earth,0.2114 AU,39.9 days,0.0
K2-140 b,1114,1.019 Jupiters,12.624,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6142/k2-140-b/,Gas Giant,2017,1.019 Jupiters,1.093 x Jupiter,0.0687 AU,6.6 days,0.12
K2-141 b,202,5.08 Earths,11.389,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6154/k2-141-b/,Super Earth,2018,5.08 Earths,1.51 x Earth,0.00716 AU,0.3 days,0.0
K2-141 c,202,7.4 Earths,11.389,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6155/k2-141-c/,Neptune-like,2018,7.4 Earths,0.624 x Jupiter,Unknown,7.7 days,0.0
K2-146 b,259,5.77 Earths,16.248,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6167/k2-146-b/,Super Earth,2018,5.77 Earths,2.05 x Earth,0.0259 AU,2.6 days,0.13
K2-146 c,259,7.49 Earths,16.248,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7449/k2-146-c/,Super Earth,2019,7.49 Earths,2.19 x Earth,Unknown,4 days,0.08
K2-147 b,287,2.48 Earths,14.019,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6168/k2-147-b/,Super Earth,2018,2.48 Earths,1.38 x Earth,0.0159 AU,1 days,0.0
K2-148 b,395,2.33 Earths,13.507,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6158/k2-148-b/,Super Earth,2018,2.33 Earths,1.33 x Earth,0.0454 AU,4.4 days,0.0
K2-148 c,395,3.64 Earths,13.507,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6159/k2-148-c/,Super Earth,2018,3.64 Earths,1.73 x Earth,0.0616 AU,6.9 days,0.0
K2-148 d,395,3.33 Earths,13.507,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6160/k2-148-d/,Super Earth,2018,3.33 Earths,1.64 x Earth,0.0774 AU,9.8 days,0.0
K2-149 b,385,3.33 Earths,14.484,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6161/k2-149-b/,Super Earth,2018,3.33 Earths,1.64 x Earth,0.083 AU,11.3 days,0.0
K2-14 b,1200,20.7 Earths,16.31,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4843/k2-14-b/,Neptune-like,2015,20.7 Earths,0.429 x Jupiter,0.0627 AU,8.4 days,0.14
K2-150 b,359,4.66 Earths,15.829,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6162/k2-150-b/,Super Earth,2018,4.66 Earths,2.0 x Earth,0.0727 AU,10.6 days,0.0
K2-151 b,227,2.83 Earths,14.14,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6163/k2-151-b/,Super Earth,2018,2.83 Earths,1.49 x Earth,0.0373 AU,3.8 days,0.0
K2-152 b,355,5.86 Earths,13.728,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6164/k2-152-b/,Neptune-like,2018,5.86 Earths,0.204 x Jupiter,0.1716 AU,32.6 days,0.0
K2-153 b,468,4.66 Earths,14.979,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6165/k2-153-b/,Super Earth,2018,4.66 Earths,2.0 x Earth,0.0614 AU,7.5 days,0.0
K2-154 b,423,4.62 Earths,14.033,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6169/k2-154-b/,Super Earth,2018,4.62 Earths,1.99 x Earth,0.0405 AU,3.7 days,0.0
K2-154 c,423,4.94 Earths,14.033,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6170/k2-154-c/,Super Earth,2018,4.94 Earths,2.07 x Earth,0.0677 AU,8 days,0.0
K2-155 b,267,3.89 Earths,12.806,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6171/k2-155-b/,Super Earth,2018,3.89 Earths,1.8 x Earth,0.0562 AU,6.3 days,0.0
K2-155 c,267,7.27 Earths,12.806,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6172/k2-155-c/,Neptune-like,2018,7.27 Earths,0.232 x Jupiter,0.0946 AU,13.9 days,0.0
K2-155 d,267,4.27 Earths,12.806,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6173/k2-155-d/,Super Earth,2018,4.27 Earths,1.9 x Earth,0.1937 AU,40.7 days,0.0
K2-156 b,491,1.6 Earths,13.424,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6250/k2-156-b/,Super Earth,2018,1.6 Earths,1.15 x Earth,0.0149 AU,0.8 days,0.0
K2-157 b,981,1.18 Earths,12.823,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6251/k2-157-b/,Super Earth,2018,1.18 Earths,1.055 x Earth,Unknown,0.4 days,0.0
K2-158 b,647,7.46 Earths,11.774,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6252/k2-158-b/,Neptune-like,2018,7.46 Earths,0.236 x Jupiter,0.0887 AU,10.1 days,0.0
K2-158 c,647,2.18 Earths,11.774,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6325/k2-158-c/,Super Earth,2018,2.18 Earths,1.28 x Earth,0.0622 AU,5.9 days,0.0
K2-159 b,561,5.73 Earths,11.994,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6253/k2-159-b/,Neptune-like,2018,5.73 Earths,0.202 x Jupiter,0.1013 AU,12.4 days,0.0
K2-15 b,1634,6.71 Earths,14.663,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4844/k2-15-b/,Neptune-like,2015,6.71 Earths,0.221 x Jupiter,0.091 AU,11.8 days,0.0
K2-160 b,1038,10.2 Earths,12.649,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6254/k2-160-b/,Neptune-like,2018,10.2 Earths,0.284 x Jupiter,Unknown,3.7 days,0.0
K2-161 b,3070,31.1 Earths,12.631,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6255/k2-161-b/,Neptune-like,2018,31.1 Earths,0.546 x Jupiter,Unknown,9.3 days,0.0
K2-155 c,267,7.27 Earths,12.806,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6172/k2-155-c/,Neptune-like,2018,7.27 Earths,0.232 x Jupiter,0.0946 AU,13.9 days,0.0
K2-155 d,267,4.27 Earths,12.806,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6173/k2-155-d/,Super Earth,2018,4.27 Earths,1.9 x Earth,0.1937 AU,40.7 days,0.0
K2-156 b,491,1.6 Earths,13.424,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6250/k2-156-b/,Super Earth,2018,1.6 Earths,1.15 x Earth,0.0149 AU,0.8 days,0.0
K2-157 b,981,1.18 Earths,12.823,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6251/k2-157-b/,Super Earth,2018,1.18 Earths,1.055 x Earth,Unknown,0.4 days,0.0
K2-158 b,647,7.46 Earths,11.774,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6252/k2-158-b/,Neptune-like,2018,7.46 Earths,0.236 x Jupiter,0.0887 AU,10.1 days,0.0
K2-158 c,647,2.18 Earths,11.774,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6325/k2-158-c/,Super Earth,2018,2.18 Earths,1.28 x Earth,0.0622 AU,5.9 days,0.0
K2-159 b,561,5.73 Earths,11.994,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6253/k2-159-b/,Neptune-like,2018,5.73 Earths,0.202 x Jupiter,0.1013 AU,12.4 days,0.0
K2-15 b,1634,6.71 Earths,14.663,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4844/k2-15-b/,Neptune-like,2015,6.71 Earths,0.221 x Jupiter,0.091 AU,11.8 days,0.0
K2-160 b,1038,10.2 Earths,12.649,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6254/k2-160-b/,Neptune-like,2018,10.2 Earths,0.284 x Jupiter,Unknown,3.7 days,0.0
K2-161 b,3070,31.1 Earths,12.631,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6255/k2-161-b/,Neptune-like,2018,31.1 Earths,0.546 x Jupiter,Unknown,9.3 days,0.0
K2-16 b,1103,4.74 Earths,14.67,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4845/k2-16-b/,Super Earth,2015,4.74 Earths,2.02 x Earth,0.0667 AU,7.6 days,0.0
K2-16 c,1103,6.99 Earths,14.67,2015,https://exoplanets.nasa.gov/exoplanet-catalog/411/k2-16-c/,Neptune-like,2015,6.99 Earths,0.227 x Jupiter,0.1229 AU,19.1 days,0.0
K2-170 b,1296,2.6 Earths,12.633,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6186/k2-170-b/,Super Earth,2018,2.6 Earths,1.418 x Earth,Unknown,7.6 days,0.0
K2-170 c,1296,3.9 Earths,12.633,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6187/k2-170-c/,Super Earth,2018,3.9 Earths,1.802 x Earth,Unknown,12.4 days,0.0
K2-171 b,2011,7.69 Earths,12.66,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6188/k2-171-b/,Neptune-like,2018,7.69 Earths,0.24 x Jupiter,Unknown,5.6 days,0.0
K2-172 b,820,3.42 Earths,12.438,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6189/k2-172-b/,Super Earth,2018,3.42 Earths,1.666 x Earth,Unknown,14.3 days,0.0
K2-172 c,820,10.4 Earths,12.438,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6190/k2-172-c/,Neptune-like,2018,10.4 Earths,0.286 x Jupiter,Unknown,29.6 days,0.0
K2-173 b,751,3.22 Earths,12.403,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6192/k2-173-b/,Super Earth,2018,3.22 Earths,1.608 x Earth,Unknown,5.9 days,0.0
K2-174 b,327,7.27 Earths,12.424,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6193/k2-174-b/,Neptune-like,2018,7.27 Earths,0.232 x Jupiter,0.126 AU,19.6 days,0.0
K2-175 b,812,4.81 Earths,10.836,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6194/k2-175-b/,Super Earth,2018,4.81 Earths,2.038 x Earth,Unknown,9.5 days,0.0
K2-176 b,812,2.83 Earths,12.893,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6195/k2-176-b/,Super Earth,2018,2.83 Earths,1.491 x Earth,Unknown,5.3 days,0.0
K2-177 b,1628,5.13 Earths,12.645,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6196/k2-177-b/,Neptune-like,2018,5.13 Earths,2.116 x Earth,Unknown,14.2 days,0.0
K2-178 b,705,12.4 Earths,12.403,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6197/k2-178-b/,Neptune-like,2018,12.4 Earths,0.317 x Jupiter,Unknown,8.7 days,0.0
K2-179 b,626,6.86 Earths,12.956,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6198/k2-179-b/,Neptune-like,2018,6.86 Earths,0.224 x Jupiter,Unknown,5.2 days,0.0
K2-17 b,410,5.6 Earths,13.519,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4846/k2-17-b/,Neptune-like,2015,5.6 Earths,2.23 x Earth,0.119 AU,18 days,0.18
K2-180 b,667,5.95 Earths,12.601,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6199/k2-180-b/,Neptune-like,2018,5.95 Earths,0.206 x Jupiter,0.0753 AU,8.9 days,0.0
K2-181 b,1190,8.45 Earths,12.749,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6200/k2-181-b/,Neptune-like,2018,8.45 Earths,0.253 x Jupiter,0.0706 AU,6.9 days,0.0
K2-182 b,509,8.05 Earths,11.997,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6201/k2-182-b/,Neptune-like,2018,8.05 Earths,0.246 x Jupiter,0.0529 AU,4.7 days,0.0
K2-183 b,1082,7.27 Earths,12.846,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6202/k2-183-b/,Neptune-like,2018,7.27 Earths,0.232 x Jupiter,Unknown,0.5 days,0.0
K2-183 c,1082,8.6 Earths,12.846,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6203/k2-183-c/,Neptune-like,2018,8.6 Earths,0.256 x Jupiter,0.0932 AU,10.8 days,0.0
K2-183 d,1082,8.55 Earths,12.846,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6204/k2-183-d/,Neptune-like,2018,8.55 Earths,0.255 x Jupiter,0.1527 AU,22.6 days,0.0
K2-184 b,247,3.02 Earths,10.345,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6205/k2-184-b/,Super Earth,2018,3.02 Earths,1.55 x Earth,0.1229 AU,17 days,0.0
K2-185 b,882,2.28 Earths,12.215,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6206/k2-185-b/,Super Earth,2018,2.28 Earths,1.313 x Earth,Unknown,10.6 days,0.0
K2-186 b,1089,10.2 Earths,12.307,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6207/k2-186-b/,Neptune-like,2018,10.2 Earths,0.283 x Jupiter,Unknown,41.5 days,0.0
K2-187 b,1088,2.24 Earths,13.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6208/k2-187-b/,Super Earth,2018,2.24 Earths,1.3 x Earth,0.0164 AU,0.8 days,0.0
K2-187 c,1088,3.89 Earths,13.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6209/k2-187-c/,Super Earth,2018,3.89 Earths,1.8 x Earth,0.0392 AU,2.9 days,0.0
K2-187 d,1088,10.2 Earths,13.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6210/k2-187-d/,Neptune-like,2018,10.2 Earths,0.283 x Jupiter,0.072 AU,7.1 days,0.0
K2-187 e,1088,6.26 Earths,13.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6211/k2-187-e/,Neptune-like,2018,6.26 Earths,0.212 x Jupiter,0.1106 AU,13.6 days,0.0
K2-188 b,1477,2.39 Earths,12.646,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6212/k2-188-b/,Super Earth,2018,2.39 Earths,1.35 x Earth,0.0289 AU,1.7 days,0.0
K2-188 c,1477,8.4 Earths,12.646,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6213/k2-188-c/,Neptune-like,2018,8.4 Earths,0.252 x Jupiter,0.0785 AU,7.8 days,0.0
K2-189 b,796,2.92 Earths,12.399,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6214/k2-189-b/,Super Earth,2018,2.92 Earths,1.52 x Earth,0.0361 AU,2.6 days,0.0
K2-189 c,796,6.8 Earths,12.399,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6215/k2-189-c/,Neptune-like,2018,6.8 Earths,0.223 x Jupiter,0.068 AU,6.7 days,0.0
K2-18 b,124,8.92 Earths,13.496,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4847/k2-18-b/,Super Earth,2015,8.92 Earths,0.211 x Jupiter,0.1429 AU,32.9 days,0.2
K2-18 c,124,7.51 Earths,13.496,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6133/k2-18-c/,Neptune-like,2017,7.51 Earths,0.236 x Jupiter,0.06 AU,9 days,< 0.47
K2-190 b,527,2.41 Earths,11.138,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6216/k2-190-b/,Super Earth,2018,2.41 Earths,1.357 x Earth,Unknown,10.1 days,0.0
K2-190 c,527,1.34 Earths,11.138,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6217/k2-190-c/,Super Earth,2018,1.34 Earths,1.093 x Earth,Unknown,21.6 days,0.0
K2-191 b,945,3.12 Earths,13.258,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6218/k2-191-b/,Super Earth,2018,3.12 Earths,1.579 x Earth,Unknown,2.9 days,0.0
K2-192 b,731,2.92 Earths,12.704,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6219/k2-192-b/,Super Earth,2018,2.92 Earths,1.52 x Earth,0.049 AU,4.2 days,0.0
K2-193 b,1360,14.8 Earths,13.251,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6220/k2-193-b/,Neptune-like,2018,14.8 Earths,0.352 x Jupiter,0.1184 AU,14.8 days,0.0
K2-194 b,2090,12.9 Earths,12.908,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6221/k2-194-b/,Neptune-like,2018,12.9 Earths,0.325 x Jupiter,Unknown,39.7 days,0.0
K2-195 b,1037,9.96 Earths,12.497,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6222/k2-195-b/,Neptune-like,2018,9.96 Earths,0.279 x Jupiter,0.1208 AU,15.9 days,0.0
K2-195 c,1037,7.16 Earths,12.497,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6223/k2-195-c/,Neptune-like,2018,7.16 Earths,0.23 x Jupiter,Unknown,28.5 days,0.0
K2-196 b,1938,12.6 Earths,12.06,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6224/k2-196-b/,Neptune-like,2018,12.6 Earths,0.321 x Jupiter,Unknown,48.3 days,0.0
K2-197 b,814,7.08 Earths,12.157,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6225/k2-197-b/,Neptune-like,2018,7.08 Earths,0.228 x Jupiter,0.0806 AU,8.4 days,0.0
K2-198 b,362,16.3 Earths,10.971,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6226/k2-198-b/,Neptune-like,2018,16.3 Earths,0.374 x Jupiter,Unknown,17 days,0.0
K2-198 c,362,2.61 Earths,10.971,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7451/k2-198-c/,Super Earth,2019,2.61 Earths,1.423 x Earth,Unknown,3.4 days,0.0
K2-198 d,362,6.52 Earths,10.971,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7452/k2-198-d/,Neptune-like,2019,6.52 Earths,0.218 x Jupiter,Unknown,7.5 days,0.0
K2-199 b,352,4.16 Earths,12.289,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6227/k2-199-b/,Super Earth,2018,4.16 Earths,1.87 x Earth,0.0385 AU,3.2 days,0.0
K2-199 c,352,8.15 Earths,12.289,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6228/k2-199-c/,Neptune-like,2018,8.15 Earths,0.248 x Jupiter,0.0668 AU,7.4 days,0.0
K2-19 b,953,28.5 Earths,13,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4759/k2-19-b/,Neptune-like,2015,28.5 Earths,0.691 x Jupiter,0.074 AU,7.9 days,0.12
K2-19 c,953,15.9 Earths,13,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4840/k2-19-c/,Neptune-like,2015,15.9 Earths,0.434 x Jupiter,0.0971 AU,11.9 days,0.0
K2-19 d,953,14 Earths,13,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4666/k2-19-d/,Super Earth,2016,14 Earths,1.14 x Earth,0.0344 AU,2.5 days,0.0
K2-200 b,604,2.43 Earths,12.459,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6229/k2-200-b/,Super Earth,2018,2.43 Earths,1.364 x Earth,Unknown,2.8 days,0.0
K2-201 b,649,2.54 Earths,12.809,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6230/k2-201-b/,Super Earth,2018,2.54 Earths,1.4 x Earth,Unknown,1.1 days,0.0
K2-201 c,649,10.8 Earths,12.809,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6231/k2-201-c/,Neptune-like,2018,10.8 Earths,0.293 x Jupiter,Unknown,22.8 days,0.0
K2-202 b,988,5.91 Earths,13.297,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6232/k2-202-b/,Neptune-like,2018,5.91 Earths,0.205 x Jupiter,Unknown,3.4 days,0.0
K2-203 b,545,2.45 Earths,12.353,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6233/k2-203-b/,Super Earth,2018,2.45 Earths,1.371 x Earth,Unknown,9.7 days,0.0
K2-204 b,1914,9.51 Earths,13.01,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6234/k2-204-b/,Neptune-like,2018,9.51 Earths,0.272 x Jupiter,Unknown,7.1 days,0.0
K2-205 b,1337,4.64 Earths,12.391,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6235/k2-205-b/,Super Earth,2018,4.64 Earths,1.996 x Earth,Unknown,26.7 days,0.0
K2-206 b,803,8.22 Earths,13.1,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6236/k2-206-b/,Neptune-like,2018,8.22 Earths,0.249 x Jupiter,Unknown,18.3 days,0.0
K2-207 b,1197,7.3 Earths,13.166,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6237/k2-207-b/,Neptune-like,2018,7.3 Earths,0.232 x Jupiter,Unknown,12.5 days,0.0
K2-208 b,844,3.46 Earths,12.503,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6238/k2-208-b/,Super Earth,2018,3.46 Earths,1.679 x Earth,Unknown,4.2 days,0.0
K2-209 b,250,0.586 Earths,11.205,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6239/k2-209-b/,Terrestrial,2018,0.586 Earths,0.869 x Earth,Unknown,2.1 days,0.0
K2-210 b,579,0.474 Earths,11.535,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6240/k2-210-b/,Terrestrial,2018,0.474 Earths,0.819 x Earth,Unknown,0.6 days,0.0
K2-211 b,895,2.46 Earths,13.075,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6241/k2-211-b/,Super Earth,2018,2.46 Earths,1.375 x Earth,Unknown,0.7 days,0.0
K2-212 b,357,6.9 Earths,13.1,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6242/k2-212-b/,Neptune-like,2018,6.9 Earths,0.225 x Jupiter,0.0785 AU,9.8 days,0.0
K2-213 b,1285,2.9 Earths,11.803,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6243/k2-213-b/,Super Earth,2018,2.9 Earths,1.514 x Earth,Unknown,8.1 days,0.0
K2-214 b,989,6.48 Earths,11.805,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6244/k2-214-b/,Neptune-like,2018,6.48 Earths,0.217 x Jupiter,0.0834 AU,8.6 days,0.0
K2-215 b,1333,5.16 Earths,12.986,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6245/k2-215-b/,Neptune-like,2018,5.16 Earths,2.124 x Earth,Unknown,8.3 days,0.0
K2-216 b,378,8 Earths,12.476,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6246/k2-216-b/,Super Earth,2018,8 Earths,1.75 x Earth,0.028 AU,2.2 days,0.0
K2-217 b,1259,12.5 Earths,12.187,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6247/k2-217-b/,Neptune-like,2018,12.5 Earths,0.319 x Jupiter,Unknown,14.1 days,0.0
K2-218 b,1300,7.13 Earths,12.876,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6248/k2-218-b/,Neptune-like,2018,7.13 Earths,0.229 x Jupiter,Unknown,8.7 days,0.0
K2-219 b,1071,2.38 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6249/k2-219-b/,Super Earth,2018,2.38 Earths,1.348 x Earth,Unknown,3.9 days,0.0
K2-219 c,1071,2.66 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6265/k2-219-c/,Super Earth,2018,2.66 Earths,1.438 x Earth,Unknown,6.7 days,0.0
K2-219 d,1071,7.16 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6266/k2-219-d/,Neptune-like,2018,7.16 Earths,0.23 x Jupiter,Unknown,11.1 days,0.0
K2-21 b,274,4.04 Earths,12.85,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5211/k2-21-b/,Neptune-like,2015,4.04 Earths,1.84 x Earth,0.076 AU,9.3 days,0.1
K2-21 c,274,6.76 Earths,12.85,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5212/k2-21-c/,Super Earth,2015,6.76 Earths,0.222 x Jupiter,0.107 AU,15.5 days,0.21
K2-220 b,766,6.3 Earths,11.89,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6267/k2-220-b/,Neptune-like,2018,6.3 Earths,0.213 x Jupiter,0.1104 AU,13.7 days,0.0
K2-221 b,1049,3.46 Earths,12.703,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6268/k2-221-b/,Super Earth,2018,3.46 Earths,1.679 x Earth,Unknown,2.4 days,0.0
K2-222 b,331,6.3 Earths,9.543,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6269/k2-222-b/,Neptune-like,2018,6.3 Earths,0.213 x Jupiter,0.1211 AU,15.4 days,0.0
K2-223 b,656,0.64 Earths,11.431,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6175/k2-223-b/,Terrestrial,2018,0.64 Earths,0.89 x Earth,0.0127 AU,0.5 days,0.0
K2-223 c,656,3.09 Earths,11.431,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6176/k2-223-c/,Super Earth,2018,3.09 Earths,1.57 x Earth,0.0549 AU,4.6 days,0.0
K2-224 b,906,3.05 Earths,12.682,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6177/k2-224-b/,Super Earth,2018,3.05 Earths,1.56 x Earth,0.0516 AU,4.5 days,0.0
K2-224 c,906,6.39 Earths,12.682,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6333/k2-224-c/,Neptune-like,2018,6.39 Earths,0.215 x Jupiter,0.0886 AU,10.1 days,0.0
K2-225 b,1175,12 Earths,11.836,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6178/k2-225-b/,Neptune-like,2018,12 Earths,0.311 x Jupiter,0.134 AU,15.9 days,0.0
K2-226 b,689,2.99 Earths,12.308,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6179/k2-226-b/,Super Earth,2018,2.99 Earths,1.54 x Earth,0.0413 AU,3.3 days,0.0
K2-227 b,614,3.41 Earths,12.015,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6180/k2-227-b/,Super Earth,2018,3.41 Earths,1.666 x Earth,Unknown,13.6 days,0.0
K2-228 b,465,1.92 Earths,12.995,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6181/k2-228-b/,Super Earth,2018,1.92 Earths,1.21 x Earth,0.0338 AU,2.7 days,0.0
